Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
292808,2025-09-15 19:18:00,kegiatannya bermanfaat,positif,2025-09-15,19,Monday,kegiatannya bermanfaat,kegiatannya bermanfaat,"['kegiatannya', 'bermanfaat']","['kegiatannya', 'bermanfaat']","['giat', 'manfaat']",giat manfaat,1
317204,2025-09-19 01:18:00,KEREN,positif,2025-09-19,1,Friday,KEREN,keren,['keren'],['keren'],['keren'],keren,1
314920,2025-09-18 21:45:00,seru dan menarik,positif,2025-09-18,21,Thursday,seru dan menarik,seru dan menarik,"['seru', 'dan', 'menarik']","['seru', 'menarik']","['seru', 'tarik']",seru tarik,1
331248,2025-09-20 02:11:00,Jangan duduk dilantai please pegel ,netral,2025-09-20,2,Saturday,Jangan duduk dilantai please pegel,jangan duduk dilantai please pegel,"['jangan', 'duduk', 'dilantai', 'please', 'pegel']","['jangan', 'duduk', 'dilantai', 'please', 'pegel']","['jangan', 'duduk', 'lantai', 'please', 'gel']",jangan duduk lantai please gel,0
345578,2025-09-21 00:46:00,Min besok² kalau mau bikin soal seperti ini saat ppkmb lagi tolong bngt waktu pengisian soal quiz di perpanjang jd 20 menitan atau menggunakan goggle from aj yg soalnya karena sangat todak efisien dan saya harus ngulang terus²an saat menjawab ,positif,2025-09-21,0,Sunday,Min besok² kalau mau bikin soal seperti ini saat ppkmb lagi tolong banget waktu pengisian soal quiz di perpanjang jadi 20 menitan atau menggunakan goggle from saja yang soalnya karena sangat todak efisien dan saya harus ngulang terus²an saat menjawab,min besok kalau mau bikin soal seperti ini saat ppkmb lagi tolong banget waktu pengisian soal quiz di perpanjang jadi  menitan atau menggunakan goggle from saja yang soalnya karena sangat todak efisien dan saya harus ngulang terusan saat menjawab,"['min', 'besok', 'kalau', 'mau', 'bikin', 'soal', 'seperti', 'ini', 'saat', 'ppkmb', 'lagi', 'tolong', 'banget', 'waktu', 'pengisian', 'soal', 'quiz', 'di', 'perpanjang', 'jadi', 'menitan', 'atau', 'menggunakan', 'goggle', 'from', 'saja', 'yang', 'soalnya', 'karena', 'sangat', 'todak', 'efisien', 'dan', 'saya', 'harus', 'ngulang', 'terusan', 'saat', 'menjawab']","['min', 'besok', 'kalau', 'mau', 'bikin', 'soal', 'ppkmb', 'banget', 'waktu', 'pengisian', 'soal', 'quiz', 'perpanjang', 'jadi', 'menitan', 'menggunakan', 'goggle', 'from', 'soalnya', 'sangat', 'todak', 'efisien', 'ngulang', 'terusan', 'menjawab']","['min', 'besok', 'kalau', 'mau', 'bikin', 'soal', 'ppkmb', 'banget', 'waktu', 'isi', 'soal', 'quiz', 'panjang', 'jadi', 'menit', 'guna', 'goggle', 'from', 'soal', 'sangat', 'todak', 'efisien', 'ngulang', 'terus', 'jawab']",min besok kalau mau bikin soal ppkmb banget waktu isi soal quiz panjang jadi menit guna goggle from soal sangat todak efisien ngulang terus jawab,1
310172,2025-09-18 12:59:00,Tidak ada masukan terimakasih ,positif,2025-09-18,12,Thursday,Tidak ada masukan terimakasih,tidak ada masukan terimakasih,"['tidak', 'ada', 'masukan', 'terimakasih']","['tidak', 'masukan', 'terimakasih']","['tidak', 'masuk', 'terimakasih']",tidak masuk terimakasih,1
347208,2025-09-21 02:48:00,web nya error sebaiknya tidak usah di adakan pkkmb online di karenakan mahasiswa unpam tergolong sangat banyak,netral,2025-09-21,2,Sunday,web nya error sebaiknya tidak usah di adakan pkkmb online di karenakan mahasiswa unpam tergolong sangat banyak,web nya error sebaiknya tidak usah di adakan pkkmb online di karenakan mahasiswa unpam tergolong sangat banyak,"['web', 'nya', 'error', 'sebaiknya', 'tidak', 'usah', 'di', 'adakan', 'pkkmb', 'online', 'di', 'karenakan', 'mahasiswa', 'unpam', 'tergolong', 'sangat', 'banyak']","['web', 'nya', 'error', 'sebaiknya', 'tidak', 'usah', 'adakan', 'pkkmb', 'online', 'karenakan', 'mahasiswa', 'unpam', 'tergolong', 'sangat', 'banyak']","['web', 'nya', 'error', 'baik', 'tidak', 'usah', 'adakan', 'pkkmb', 'online', 'karena', 'mahasiswa', 'unpam', 'golong', 'sangat', 'banyak']",web nya error baik tidak usah adakan pkkmb online karena mahasiswa unpam golong sangat banyak,0
295176,2025-09-16 02:10:00,"Cukup baik, tetapi hanya kurang games atau quiz supaya mahasiswa bisa lebih interaktif dan ga cuma denger doang",netral,2025-09-16,2,Tuesday,"Cukup baik, tetapi hanya kurang games atau quiz supaya mahasiswa bisa lebih interaktif dan enggak cuma dengar doang",cukup baik tetapi hanya kurang games atau quiz supaya mahasiswa bisa lebih interaktif dan enggak cuma dengar doang,"['cukup', 'baik', 'tetapi', 'hanya', 'kurang', 'games', 'atau', 'quiz', 'supaya', 'mahasiswa', 'bisa', 'lebih', 'interaktif', 'dan', 'enggak', 'cuma', 'dengar', 'doang']","['cukup', 'baik', 'kurang', 'games', 'quiz', 'mahasiswa', 'lebih', 'interaktif', 'enggak', 'cuma', 'dengar', 'doang']","['cukup', 'baik', 'kurang', 'games', 'quiz', 'mahasiswa', 'lebih', 'interaktif', 'enggak', 'cuma', 'dengar', 'doang']",cukup baik kurang games quiz mahasiswa lebih interaktif enggak cuma dengar doang,0
285224,2025-09-12 21:36:00,kurang seru karna di pisah sm yg di ruang auditorium ,netral,2025-09-12,21,Friday,kurang seru karena di pisah sama yang di ruang auditorium,kurang seru karena di pisah sama yang di ruang auditorium,"['kurang', 'seru', 'karena', 'di', 'pisah', 'sama', 'yang', 'di', 'ruang', 'auditorium']","['kurang', 'seru', 'pisah', 'sama', 'ruang', 'auditorium']","['kurang', 'seru', 'pisah', 'sama', 'ruang', 'auditorium']",kurang seru pisah sama ruang auditorium,0
299310,2025-09-16 18:52:00,Lebih ditingkatkan lagi kualitasnya,netral,2025-09-16,18,Tuesday,Lebih ditingkatkan lagi kualitasnya,lebih ditingkatkan lagi kualitasnya,"['lebih', 'ditingkatkan', 'lagi', 'kualitasnya']","['lebih', 'ditingkatkan', 'kualitasnya']","['lebih', 'tingkat', 'kualitas']",lebih tingkat kualitas,0
343390,2025-09-20 21:48:00,cukup banget,netral,2025-09-20,21,Saturday,cukup banget,cukup banget,"['cukup', 'banget']","['cukup', 'banget']","['cukup', 'banget']",cukup banget,0
312106,2025-09-18 16:34:00,Adakan guest star,netral,2025-09-18,16,Thursday,Adakan guest star,adakan guest star,"['adakan', 'guest', 'star']","['adakan', 'guest', 'star']","['adakan', 'guest', 'star']",adakan guest star,0
298206,2025-09-16 15:47:00,Sangat bagus dan keren sekali terhadap materi yang diberikan,positif,2025-09-16,15,Tuesday,Sangat bagus dan keren sekali terhadap materi yang diberikan,sangat bagus dan keren sekali terhadap materi yang diberikan,"['sangat', 'bagus', 'dan', 'keren', 'sekali', 'terhadap', 'materi', 'yang', 'diberikan']","['sangat', 'bagus', 'keren', 'sekali', 'materi', 'diberikan']","['sangat', 'bagus', 'keren', 'sekali', 'materi', 'beri']",sangat bagus keren sekali materi beri,1
334410,2025-09-20 06:07:00,"kalo bisa pkkmb offline dilakukan dengan kegiatan kegiatan bukan hanya menonton layar, sehingga mahasiswa/i banyak yang bosan",netral,2025-09-20,6,Saturday,"kalo bisa pkkmb offline dilakukan dengan kegiatan kegiatan bukan hanya menonton layar, sehingga mahasiswa/i banyak yang bosan",kalo bisa pkkmb offline dilakukan dengan kegiatan kegiatan bukan hanya menonton layar sehingga mahasiswai banyak yang bosan,"['kalo', 'bisa', 'pkkmb', 'offline', 'dilakukan', 'dengan', 'kegiatan', 'kegiatan', 'bukan', 'hanya', 'menonton', 'layar', 'sehingga', 'mahasiswai', 'banyak', 'yang', 'bosan']","['kalo', 'pkkmb', 'offline', 'dilakukan', 'kegiatan', 'kegiatan', 'bukan', 'menonton', 'layar', 'mahasiswai', 'banyak', 'bosan']","['kalo', 'pkkmb', 'offline', 'laku', 'giat', 'giat', 'bukan', 'tonton', 'layar', 'mahasiswa', 'banyak', 'bosan']",kalo pkkmb offline laku giat giat bukan tonton layar mahasiswa banyak bosan,0
345440,2025-09-21 00:35:00,baik dan sangat seru,positif,2025-09-21,0,Sunday,baik dan sangat seru,baik dan sangat seru,"['baik', 'dan', 'sangat', 'seru']","['baik', 'sangat', 'seru']","['baik', 'sangat', 'seru']",baik sangat seru,1
327828,2025-09-19 21:58:00,"PKKMB sangat bermanfaat untuk mengenalkan mahasiswa baru pada lingkungan kampus. Ke depannya, kegiatan bisa dibuat lebih efisien dari segi waktu, serta ditambah sesi interaktif agar lebih menarik dan menginspirasi",positif,2025-09-19,21,Friday,"PKKMB sangat bermanfaat untuk mengenalkan mahasiswa baru pada lingkungan kampus. Ke depannya, kegiatan bisa dibuat lebih efisien dari segi waktu, serta ditambah sesi interaktif agar lebih menarik dan menginspirasi",pkkmb sangat bermanfaat untuk mengenalkan mahasiswa baru pada lingkungan kampus ke depannya kegiatan bisa dibuat lebih efisien dari segi waktu serta ditambah sesi interaktif agar lebih menarik dan menginspirasi,"['pkkmb', 'sangat', 'bermanfaat', 'untuk', 'mengenalkan', 'mahasiswa', 'baru', 'pada', 'lingkungan', 'kampus', 'ke', 'depannya', 'kegiatan', 'bisa', 'dibuat', 'lebih', 'efisien', 'dari', 'segi', 'waktu', 'serta', 'ditambah', 'sesi', 'interaktif', 'agar', 'lebih', 'menarik', 'dan', 'menginspirasi']","['pkkmb', 'sangat', 'bermanfaat', 'mengenalkan', 'mahasiswa', 'baru', 'lingkungan', 'kampus', 'depannya', 'kegiatan', 'dibuat', 'lebih', 'efisien', 'segi', 'waktu', 'ditambah', 'sesi', 'interaktif', 'lebih', 'menarik', 'menginspirasi']","['pkkmb', 'sangat', 'manfaat', 'kenal', 'mahasiswa', 'baru', 'lingkung', 'kampus', 'depan', 'giat', 'buat', 'lebih', 'efisien', 'segi', 'waktu', 'tambah', 'sesi', 'interaktif', 'lebih', 'tarik', 'inspirasi']",pkkmb sangat manfaat kenal mahasiswa baru lingkung kampus depan giat buat lebih efisien segi waktu tambah sesi interaktif lebih tarik inspirasi,1
279094,2025-09-11 16:29:00,sangat puas dan juga kemareng offline jadi berasa banget ppkm,positif,2025-09-11,16,Thursday,sangat puas dan juga kemareng offline jadi berasa banget ppkm,sangat puas dan juga kemareng offline jadi berasa banget ppkm,"['sangat', 'puas', 'dan', 'juga', 'kemareng', 'offline', 'jadi', 'berasa', 'banget', 'ppkm']","['sangat', 'puas', 'kemareng', 'offline', 'jadi', 'berasa', 'banget', 'ppkm']","['sangat', 'puas', 'kemareng', 'offline', 'jadi', 'asa', 'banget', 'ppkm']",sangat puas kemareng offline jadi asa banget ppkm,1
294664,2025-09-16 00:06:00,Kegitan PKKMB sudah sangat baik dan dapat di mengerti dengan mudah.,positif,2025-09-16,0,Tuesday,Kegitan PKKMB sudah sangat baik dan dapat di mengerti dengan mudah.,kegitan pkkmb sudah sangat baik dan dapat di mengerti dengan mudah,"['kegitan', 'pkkmb', 'sudah', 'sangat', 'baik', 'dan', 'dapat', 'di', 'mengerti', 'dengan', 'mudah']","['kegitan', 'pkkmb', 'sangat', 'baik', 'mengerti', 'mudah']","['kegitan', 'pkkmb', 'sangat', 'baik', 'erti', 'mudah']",kegitan pkkmb sangat baik erti mudah,1
339276,2025-09-20 14:15:00,senang bisa mengikuti PKKMB UNPAM yang sangat meriah dan keren,positif,2025-09-20,14,Saturday,senang bisa mengikuti PKKMB UNPAM yang sangat meriah dan keren,senang bisa mengikuti pkkmb unpam yang sangat meriah dan keren,"['senang', 'bisa', 'mengikuti', 'pkkmb', 'unpam', 'yang', 'sangat', 'meriah', 'dan', 'keren']","['senang', 'mengikuti', 'pkkmb', 'unpam', 'sangat', 'meriah', 'keren']","['senang', 'ikut', 'pkkmb', 'unpam', 'sangat', 'riah', 'keren']",senang ikut pkkmb unpam sangat riah keren,1
285296,2025-09-12 21:48:00,Mengadakan kegiatan interaktif dan kreativitas mahasiswa baru untuk memperkuat solidaritas dan membangun hubungan antara mahasiswa,positif,2025-09-12,21,Friday,Mengadakan kegiatan interaktif dan kreativitas mahasiswa baru untuk memperkuat solidaritas dan membangun hubungan antara mahasiswa,mengadakan kegiatan interaktif dan kreativitas mahasiswa baru untuk memperkuat solidaritas dan membangun hubungan antara mahasiswa,"['mengadakan', 'kegiatan', 'interaktif', 'dan', 'kreativitas', 'mahasiswa', 'baru', 'untuk', 'memperkuat', 'solidaritas', 'dan', 'membangun', 'hubungan', 'antara', 'mahasiswa']","['mengadakan', 'kegiatan', 'interaktif', 'kreativitas', 'mahasiswa', 'baru', 'memperkuat', 'solidaritas', 'membangun', 'hubungan', 'mahasiswa']","['ada', 'giat', 'interaktif', 'kreativitas', 'mahasiswa', 'baru', 'kuat', 'solidaritas', 'bangun', 'hubung', 'mahasiswa']",ada giat interaktif kreativitas mahasiswa baru kuat solidaritas bangun hubung mahasiswa,1
296300,2025-09-16 10:42:00,gaseru,positif,2025-09-16,10,Tuesday,gaseru,gaseru,['gaseru'],['gaseru'],['gaseru'],gaseru,1
303718,2025-09-17 17:36:00,Panitia mungkin harus lebih ceria ,netral,2025-09-17,17,Wednesday,Panitia mungkin harus lebih ceria,panitia mungkin harus lebih ceria,"['panitia', 'mungkin', 'harus', 'lebih', 'ceria']","['panitia', 'mungkin', 'lebih', 'ceria']","['panitia', 'mungkin', 'lebih', 'ceria']",panitia mungkin lebih ceria,0
280602,2025-09-11 22:25:00,"Tidak ada, pokoknya keren dan pastinya seru banget!",positif,2025-09-11,22,Thursday,"Tidak ada, pokoknya keren dan pastinya seru banget!",tidak ada pokoknya keren dan pastinya seru banget,"['tidak', 'ada', 'pokoknya', 'keren', 'dan', 'pastinya', 'seru', 'banget']","['tidak', 'pokoknya', 'keren', 'pastinya', 'seru', 'banget']","['tidak', 'pokok', 'keren', 'pasti', 'seru', 'banget']",tidak pokok keren pasti seru banget,1
347742,2025-09-21 04:08:00,kegiatan pkkmb sangat seru,positif,2025-09-21,4,Sunday,kegiatan pkkmb sangat seru,kegiatan pkkmb sangat seru,"['kegiatan', 'pkkmb', 'sangat', 'seru']","['kegiatan', 'pkkmb', 'sangat', 'seru']","['giat', 'pkkmb', 'sangat', 'seru']",giat pkkmb sangat seru,1
341402,2025-09-20 18:21:00,"semoga di next pkkmb online tahun depan web spmb bisa di akses dengan lancar tanpa gangguan, agar pengunanya bisa lebih tenang dan sabar.",positif,2025-09-20,18,Saturday,"semoga di next pkkmb online tahun depan web spmb bisa di akses dengan lancar tanpa gangguan, agar pengunanya bisa lebih tenang dan sabar.",semoga di next pkkmb online tahun depan web spmb bisa di akses dengan lancar tanpa gangguan agar pengunanya bisa lebih tenang dan sabar,"['semoga', 'di', 'next', 'pkkmb', 'online', 'tahun', 'depan', 'web', 'spmb', 'bisa', 'di', 'akses', 'dengan', 'lancar', 'tanpa', 'gangguan', 'agar', 'pengunanya', 'bisa', 'lebih', 'tenang', 'dan', 'sabar']","['semoga', 'next', 'pkkmb', 'online', 'tahun', 'depan', 'web', 'spmb', 'akses', 'lancar', 'gangguan', 'pengunanya', 'lebih', 'tenang', 'sabar']","['moga', 'next', 'pkkmb', 'online', 'tahun', 'depan', 'web', 'spmb', 'akses', 'lancar', 'ganggu', 'pengunanya', 'lebih', 'tenang', 'sabar']",moga next pkkmb online tahun depan web spmb akses lancar ganggu pengunanya lebih tenang sabar,1
311706,2025-09-18 15:55:00,Jam kegiatannya mungkin bisa di kurangi,negatif,2025-09-18,15,Thursday,Jam kegiatannya mungkin bisa di kurangi,jam kegiatannya mungkin bisa di kurangi,"['jam', 'kegiatannya', 'mungkin', 'bisa', 'di', 'kurangi']","['jam', 'kegiatannya', 'mungkin', 'kurangi']","['jam', 'giat', 'mungkin', 'kurang']",jam giat mungkin kurang,-1
314792,2025-09-18 21:29:00,"tolong waktu nya lamain sedikit, dan pkkmb offline reguler A seruu bangett",positif,2025-09-18,21,Thursday,"tolong waktu nya lamain sedikit, dan pkkmb offline reguler A seru banget",tolong waktu nya lamain sedikit dan pkkmb offline reguler a seru banget,"['tolong', 'waktu', 'nya', 'lamain', 'sedikit', 'dan', 'pkkmb', 'offline', 'reguler', 'a', 'seru', 'banget']","['waktu', 'nya', 'lamain', 'sedikit', 'pkkmb', 'offline', 'reguler', 'a', 'seru', 'banget']","['waktu', 'nya', 'lamain', 'sedikit', 'pkkmb', 'offline', 'reguler', 'a', 'seru', 'banget']",waktu nya lamain sedikit pkkmb offline reguler a seru banget,1
321336,2025-09-19 12:31:00,Pkkmb nya seru dan bisa mengenal teman baru ,positif,2025-09-19,12,Friday,Pkkmb nya seru dan bisa mengenal teman baru,pkkmb nya seru dan bisa mengenal teman baru,"['pkkmb', 'nya', 'seru', 'dan', 'bisa', 'mengenal', 'teman', 'baru']","['pkkmb', 'nya', 'seru', 'mengenal', 'teman', 'baru']","['pkkmb', 'nya', 'seru', 'kenal', 'teman', 'baru']",pkkmb nya seru kenal teman baru,1
350226,2025-09-21 09:29:00,Perbaikan untuk web saat pkkmb online karna banyak mahasiswa yang tidak fapat masuk,positif,2025-09-21,9,Sunday,Perbaikan untuk web saat pkkmb online karena banyak mahasiswa yang tidak fapat masuk,perbaikan untuk web saat pkkmb online karena banyak mahasiswa yang tidak fapat masuk,"['perbaikan', 'untuk', 'web', 'saat', 'pkkmb', 'online', 'karena', 'banyak', 'mahasiswa', 'yang', 'tidak', 'fapat', 'masuk']","['perbaikan', 'web', 'pkkmb', 'online', 'banyak', 'mahasiswa', 'tidak', 'fapat', 'masuk']","['baik', 'web', 'pkkmb', 'online', 'banyak', 'mahasiswa', 'tidak', 'fapat', 'masuk']",baik web pkkmb online banyak mahasiswa tidak fapat masuk,1
309882,2025-09-18 12:24:00,Woww,netral,2025-09-18,12,Thursday,Woww,woww,['woww'],['woww'],['woww'],woww,0
342334,2025-09-20 20:03:00,Untuk panitia pkkmb harus mengatur kegiatan dengan baik supaya tidak banyak ngaret dan kasih petunjuk jalan supaya jelas,positif,2025-09-20,20,Saturday,Untuk panitia pkkmb harus mengatur kegiatan dengan baik supaya tidak banyak ngaret dan kasih petunjuk jalan supaya jelas,untuk panitia pkkmb harus mengatur kegiatan dengan baik supaya tidak banyak ngaret dan kasih petunjuk jalan supaya jelas,"['untuk', 'panitia', 'pkkmb', 'harus', 'mengatur', 'kegiatan', 'dengan', 'baik', 'supaya', 'tidak', 'banyak', 'ngaret', 'dan', 'kasih', 'petunjuk', 'jalan', 'supaya', 'jelas']","['panitia', 'pkkmb', 'mengatur', 'kegiatan', 'baik', 'tidak', 'banyak', 'ngaret', 'kasih', 'petunjuk', 'jalan', 'jelas']","['panitia', 'pkkmb', 'atur', 'giat', 'baik', 'tidak', 'banyak', 'ngaret', 'kasih', 'tunjuk', 'jalan', 'jelas']",panitia pkkmb atur giat baik tidak banyak ngaret kasih tunjuk jalan jelas,1
277746,2025-09-11 10:04:00,adanya pelaksanaan keliling kampus,netral,2025-09-11,10,Thursday,adanya pelaksanaan keliling kampus,adanya pelaksanaan keliling kampus,"['adanya', 'pelaksanaan', 'keliling', 'kampus']","['adanya', 'pelaksanaan', 'keliling', 'kampus']","['ada', 'laksana', 'keliling', 'kampus']",ada laksana keliling kampus,0
325876,2025-09-19 19:29:00,Pkkmb baik saja menurut saya itu sudah sangat baik ,positif,2025-09-19,19,Friday,Pkkmb baik saja menurut saya itu sudah sangat baik,pkkmb baik saja menurut saya itu sudah sangat baik,"['pkkmb', 'baik', 'saja', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'baik']","['pkkmb', 'baik', 'sangat', 'baik']","['pkkmb', 'baik', 'sangat', 'baik']",pkkmb baik sangat baik,1
293806,2025-09-15 22:14:00,"Sangat Bagus, Tapi Ngantuk euy",positif,2025-09-15,22,Monday,"Sangat Bagus, Tapi Ngantuk euy",sangat bagus tapi ngantuk euy,"['sangat', 'bagus', 'tapi', 'ngantuk', 'euy']","['sangat', 'bagus', 'ngantuk', 'euy']","['sangat', 'bagus', 'ngantuk', 'euy']",sangat bagus ngantuk euy,1
324032,2025-09-19 16:51:00,1. Materi lebih variatif dan interaktif supaya nggak bosan    2. Waktu sesi dibuat lebih singkat dan tepat waktu    3. Fasilitas pendukung seperti sound system dan tempat duduk ditingkatkan    4. Ada sesi tanya jawab lebih banyak supaya peserta lebih aktif  ,positif,2025-09-19,16,Friday,1. Materi lebih variatif dan interaktif supaya enggak bosan 2. Waktu sesi dibuat lebih singkat dan tepat waktu 3. Fasilitas pendukung seperti sound system dan tempat duduk ditingkatkan 4. Ada sesi tanya jawab lebih banyak supaya peserta lebih aktif, materi lebih variatif dan interaktif supaya enggak bosan  waktu sesi dibuat lebih singkat dan tepat waktu  fasilitas pendukung seperti sound system dan tempat duduk ditingkatkan  ada sesi tanya jawab lebih banyak supaya peserta lebih aktif,"['materi', 'lebih', 'variatif', 'dan', 'interaktif', 'supaya', 'enggak', 'bosan', 'waktu', 'sesi', 'dibuat', 'lebih', 'singkat', 'dan', 'tepat', 'waktu', 'fasilitas', 'pendukung', 'seperti', 'sound', 'system', 'dan', 'tempat', 'duduk', 'ditingkatkan', 'ada', 'sesi', 'tanya', 'jawab', 'lebih', 'banyak', 'supaya', 'peserta', 'lebih', 'aktif']","['materi', 'lebih', 'variatif', 'interaktif', 'enggak', 'bosan', 'waktu', 'sesi', 'dibuat', 'lebih', 'singkat', 'tepat', 'waktu', 'fasilitas', 'pendukung', 'sound', 'system', 'tempat', 'duduk', 'ditingkatkan', 'sesi', 'tanya', 'jawab', 'lebih', 'banyak', 'peserta', 'lebih', 'aktif']","['materi', 'lebih', 'variatif', 'interaktif', 'enggak', 'bosan', 'waktu', 'sesi', 'buat', 'lebih', 'singkat', 'tepat', 'waktu', 'fasilitas', 'dukung', 'sound', 'system', 'tempat', 'duduk', 'tingkat', 'sesi', 'tanya', 'jawab', 'lebih', 'banyak', 'serta', 'lebih', 'aktif']",materi lebih variatif interaktif enggak bosan waktu sesi buat lebih singkat tepat waktu fasilitas dukung sound system tempat duduk tingkat sesi tanya jawab lebih banyak serta lebih aktif,1
318854,2025-09-19 07:56:00,PKKMB sangat seru sekali! saya senang,positif,2025-09-19,7,Friday,PKKMB sangat seru sekali! saya senang,pkkmb sangat seru sekali saya senang,"['pkkmb', 'sangat', 'seru', 'sekali', 'saya', 'senang']","['pkkmb', 'sangat', 'seru', 'sekali', 'senang']","['pkkmb', 'sangat', 'seru', 'sekali', 'senang']",pkkmb sangat seru sekali senang,1
334184,2025-09-20 05:48:00,"sudah bagus, dan tidak ada yang harus diperbaiki. ",positif,2025-09-20,5,Saturday,"sudah bagus, dan tidak ada yang harus diperbaiki.",sudah bagus dan tidak ada yang harus diperbaiki,"['sudah', 'bagus', 'dan', 'tidak', 'ada', 'yang', 'harus', 'diperbaiki']","['bagus', 'tidak', 'diperbaiki']","['bagus', 'tidak', 'baik']",bagus tidak baik,1
332848,2025-09-20 04:18:00,Semuanya sudah sangat baik,positif,2025-09-20,4,Saturday,Semuanya sudah sangat baik,semuanya sudah sangat baik,"['semuanya', 'sudah', 'sangat', 'baik']","['semuanya', 'sangat', 'baik']","['semua', 'sangat', 'baik']",semua sangat baik,1
327378,2025-09-19 21:25:00,senang banget,positif,2025-09-19,21,Friday,senang banget,senang banget,"['senang', 'banget']","['senang', 'banget']","['senang', 'banget']",senang banget,1
336996,2025-09-20 10:00:00,Harus lebih bagus lagi untuk kedepannya dan jangan terlalu banyak situs bingung ,positif,2025-09-20,10,Saturday,Harus lebih bagus lagi untuk kedepannya dan jangan terlalu banyak situs bingung,harus lebih bagus lagi untuk kedepannya dan jangan terlalu banyak situs bingung,"['harus', 'lebih', 'bagus', 'lagi', 'untuk', 'kedepannya', 'dan', 'jangan', 'terlalu', 'banyak', 'situs', 'bingung']","['lebih', 'bagus', 'kedepannya', 'jangan', 'terlalu', 'banyak', 'situs', 'bingung']","['lebih', 'bagus', 'depan', 'jangan', 'terlalu', 'banyak', 'situs', 'bingung']",lebih bagus depan jangan terlalu banyak situs bingung,1
311370,2025-09-18 15:15:00,"Susah sinyal, dan kurang nyaman Dikarenakan ruangan terpisah dari auditorium.",netral,2025-09-18,15,Thursday,"Susah sinyal, dan kurang nyaman Dikarenakan ruangan terpisah dari auditorium.",susah sinyal dan kurang nyaman dikarenakan ruangan terpisah dari auditorium,"['susah', 'sinyal', 'dan', 'kurang', 'nyaman', 'dikarenakan', 'ruangan', 'terpisah', 'dari', 'auditorium']","['susah', 'sinyal', 'kurang', 'nyaman', 'dikarenakan', 'ruangan', 'terpisah', 'auditorium']","['susah', 'sinyal', 'kurang', 'nyaman', 'karena', 'ruang', 'pisah', 'auditorium']",susah sinyal kurang nyaman karena ruang pisah auditorium,0
311982,2025-09-18 16:21:00,Kemarin lumayan kepanasan sih saya hehe,negatif,2025-09-18,16,Thursday,Kemarin lumayan kepanasan sih saya hehe,kemarin lumayan kepanasan sih saya hehe,"['kemarin', 'lumayan', 'kepanasan', 'sih', 'saya', 'hehe']","['kemarin', 'lumayan', 'kepanasan', 'sih', 'hehe']","['kemarin', 'lumayan', 'panas', 'sih', 'hehe']",kemarin lumayan panas sih hehe,-1
319186,2025-09-19 08:33:00,Semoga tahun depan lebih seru,positif,2025-09-19,8,Friday,Semoga tahun depan lebih seru,semoga tahun depan lebih seru,"['semoga', 'tahun', 'depan', 'lebih', 'seru']","['semoga', 'tahun', 'depan', 'lebih', 'seru']","['moga', 'tahun', 'depan', 'lebih', 'seru']",moga tahun depan lebih seru,1
336076,2025-09-20 08:38:00,baik sekali,positif,2025-09-20,8,Saturday,baik sekali,baik sekali,"['baik', 'sekali']","['baik', 'sekali']","['baik', 'sekali']",baik sekali,1
306904,2025-09-18 00:01:00,Semoga PKKMB selanjutnya bisa lebih seru dari tahun ini,positif,2025-09-18,0,Thursday,Semoga PKKMB selanjutnya bisa lebih seru dari tahun ini,semoga pkkmb selanjutnya bisa lebih seru dari tahun ini,"['semoga', 'pkkmb', 'selanjutnya', 'bisa', 'lebih', 'seru', 'dari', 'tahun', 'ini']","['semoga', 'pkkmb', 'selanjutnya', 'lebih', 'seru', 'tahun']","['moga', 'pkkmb', 'lanjut', 'lebih', 'seru', 'tahun']",moga pkkmb lanjut lebih seru tahun,1
277892,2025-09-11 10:56:00,semoga kegiatan pkkmb selanjutnta di adakannya tour kampus,netral,2025-09-11,10,Thursday,semoga kegiatan pkkmb selanjutnta di adakannya tour kampus,semoga kegiatan pkkmb selanjutnta di adakannya tour kampus,"['semoga', 'kegiatan', 'pkkmb', 'selanjutnta', 'di', 'adakannya', 'tour', 'kampus']","['semoga', 'kegiatan', 'pkkmb', 'selanjutnta', 'adakannya', 'tour', 'kampus']","['moga', 'giat', 'pkkmb', 'selanjutnta', 'adakan', 'tour', 'kampus']",moga giat pkkmb selanjutnta adakan tour kampus,0
322744,2025-09-19 14:50:00,Kurang menarik untuk saya karena dilaksanakan langsung hanya 1 hari dan tidak di gedung utama.,netral,2025-09-19,14,Friday,Kurang menarik untuk saya karena dilaksanakan langsung hanya 1 hari dan tidak di gedung utama.,kurang menarik untuk saya karena dilaksanakan langsung hanya  hari dan tidak di gedung utama,"['kurang', 'menarik', 'untuk', 'saya', 'karena', 'dilaksanakan', 'langsung', 'hanya', 'hari', 'dan', 'tidak', 'di', 'gedung', 'utama']","['kurang', 'menarik', 'dilaksanakan', 'langsung', 'hari', 'tidak', 'gedung', 'utama']","['kurang', 'tarik', 'laksana', 'langsung', 'hari', 'tidak', 'gedung', 'utama']",kurang tarik laksana langsung hari tidak gedung utama,0
